age,balance,campaign,contact_cellular,contact_telephone,contact_unknown,day,default_no,default_yes,duration,education_primary,education_secondary,education_tertiary,education_unknown,housing_no,housing_yes,loan_no,loan_yes,marital_divorced,marital_married,marital_single,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,pdays,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,previous,target,job
51,10635,1,0,0,1,5,1,0,336,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
57,63,1,0,0,1,5,1,0,242,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
25,-7,1,0,0,1,5,1,0,365,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
53,-3,1,0,0,1,5,1,0,1666,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
36,506,1,0,0,1,5,1,0,577,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
37,0,1,0,0,1,5,1,0,137,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
44,2586,1,0,0,1,5,1,0,160,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
50,49,2,0,0,1,5,1,0,180,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
60,104,1,0,0,1,5,1,0,22,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
54,529,1,0,0,1,5,1,0,1492,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
58,96,1,0,0,1,5,1,0,616,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
36,-171,1,0,0,1,5,1,0,242,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
58,-364,1,0,0,1,5,1,0,355,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
44,0,2,0,0,1,5,1,0,225,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
55,0,1,0,0,1,5,1,0,160,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
29,0,1,0,0,1,5,1,0,363,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
54,1291,1,0,0,1,5,1,0,266,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
48,-244,1,0,0,1,5,1,0,253,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
32,0,1,0,0,1,5,1,0,179,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
42,-76,1,0,0,1,5,1,0,787,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
24,-103,1,0,0,1,5,1,0,145,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
38,243,1,0,0,1,5,1,0,174,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
38,424,1,0,0,1,5,1,0,104,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
47,306,1,0,0,1,5,1,0,13,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
40,24,1,0,0,1,5,1,0,185,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
46,179,1,0,0,1,5,1,0,1778,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
32,0,1,0,0,1,5,1,0,138,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
53,989,1,0,0,1,5,1,0,812,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
57,249,1,0,0,1,5,1,0,164,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
33,790,1,0,0,1,5,1,0,391,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
49,154,1,0,0,1,5,1,0,357,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
51,6530,1,0,0,1,5,1,0,91,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
60,100,1,0,0,1,5,1,0,528,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
59,59,1,0,0,1,5,1,0,273,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
55,1205,2,0,0,1,5,1,0,158,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
35,12223,1,0,0,1,5,1,0,177,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
57,5935,1,0,0,1,5,1,0,258,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
31,25,1,0,0,1,5,1,0,172,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
54,282,1,0,0,1,5,1,0,154,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
55,23,1,0,0,1,5,1,0,291,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
43,1937,1,0,0,1,5,1,0,181,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
53,384,1,0,0,1,5,1,0,176,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
44,582,1,0,0,1,5,1,0,211,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
55,91,1,0,0,1,5,1,0,349,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
49,0,1,0,0,1,5,1,0,272,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
55,1,1,0,0,1,5,0,1,208,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
45,206,1,0,0,1,5,1,0,193,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
47,164,1,0,0,1,5,1,0,212,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
42,690,1,0,0,1,5,1,0,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
59,2343,1,0,0,1,5,1,0,1042,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,1,1
46,137,1,0,0,1,5,1,0,246,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
51,173,2,0,0,1,5,1,0,529,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
56,45,1,0,0,1,5,1,0,1467,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,1,1
41,1270,1,0,0,1,5,1,0,1389,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,1,1
46,16,2,0,0,1,5,1,0,188,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
57,486,2,0,0,1,5,1,0,180,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
42,50,1,0,0,1,5,1,0,48,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
30,152,2,0,0,1,5,1,0,213,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
60,290,1,0,0,1,5,1,0,583,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
60,54,1,0,0,1,5,1,0,221,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
57,-37,1,0,0,1,5,1,0,173,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
36,101,1,0,0,1,5,1,0,426,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
55,383,1,0,0,1,5,1,0,287,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
60,81,1,0,0,1,5,1,0,101,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
39,0,1,0,0,1,5,1,0,203,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
46,229,1,0,0,1,5,1,0,197,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
44,-674,1,0,0,1,5,1,0,257,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
53,90,1,0,0,1,5,1,0,124,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
52,128,1,0,0,1,5,1,0,229,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
59,179,3,0,0,1,5,1,0,55,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
27,0,1,0,0,1,5,1,0,400,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
44,54,1,0,0,1,5,1,0,197,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
47,151,1,0,0,1,5,1,0,190,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
34,61,1,0,0,1,5,1,0,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
59,30,1,0,0,1,5,1,0,514,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
45,523,2,0,0,1,5,1,0,849,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
29,31,1,0,0,1,5,1,0,194,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
46,79,1,0,0,1,5,1,0,144,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
56,-34,2,0,0,1,5,1,0,212,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
36,448,1,0,0,1,5,1,0,286,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
59,81,1,0,0,1,5,1,0,107,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
44,144,2,0,0,1,5,1,0,247,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
41,351,1,0,0,1,5,1,0,518,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
33,-67,1,0,0,1,5,1,0,364,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
59,262,1,0,0,1,5,1,0,178,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
57,0,1,0,0,1,5,1,0,98,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
56,56,1,0,0,1,5,1,0,439,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
51,26,1,0,0,1,5,1,0,79,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
34,3,3,0,0,1,5,1,0,120,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
43,41,2,0,0,1,5,1,0,127,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
52,7,1,0,0,1,5,1,0,175,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
33,105,2,0,0,1,5,1,0,262,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
29,818,1,0,0,1,5,1,0,61,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
34,-16,1,0,0,1,5,1,0,78,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
31,0,1,0,0,1,5,1,0,143,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
55,2476,1,0,0,1,5,1,0,579,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,1,0
55,1185,1,0,0,1,5,1,0,677,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
32,217,1,0,0,1,5,1,0,345,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
38,1685,1,0,0,1,5,1,0,185,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
55,802,2,0,0,1,5,1,0,100,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
28,0,2,0,0,1,5,1,0,125,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
23,94,1,0,0,1,5,1,0,193,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
32,0,1,0,0,1,5,1,0,136,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
43,0,1,0,0,1,5,1,0,73,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
32,517,1,0,0,1,5,1,0,528,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
46,265,1,0,0,1,5,1,0,541,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
53,947,1,0,0,1,5,1,0,163,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
34,3,1,0,0,1,5,1,0,301,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
57,42,1,0,0,1,5,1,0,46,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
37,37,1,0,0,1,5,1,0,204,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
59,57,1,0,0,1,5,1,0,98,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
33,22,1,0,0,1,5,1,0,71,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
56,8,2,0,0,1,5,1,0,157,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
48,293,1,0,0,1,5,1,0,243,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
43,3,2,0,0,1,5,1,0,186,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
54,348,2,0,0,1,5,1,0,579,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
51,-19,2,0,0,1,5,1,0,163,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
26,0,2,0,0,1,5,1,0,610,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
40,-4,1,0,0,1,5,1,0,2033,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
39,18,1,0,0,1,5,1,0,85,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
50,139,2,0,0,1,5,1,0,114,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
41,0,2,0,0,1,5,1,0,114,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
51,1883,1,0,0,1,5,1,0,57,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
60,216,1,0,0,1,5,1,0,238,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
52,782,3,0,0,1,5,1,0,93,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
48,904,2,0,0,1,5,1,0,128,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
48,1705,1,0,0,1,5,1,0,107,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
39,47,1,0,0,1,5,1,0,181,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
47,176,2,0,0,1,5,1,0,303,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
